source_id,source_name,RA,DEC,z_hetdex,z_hetdex_src,z_hetdex_conf,source_type,detectid,selected_det,det_type,line_id,RA_det,DEC_det,src_separation,n_members,gmag,Av,ebv,wave,wave_err,flux,flux_err,flux_obs,flux_err_obs,sigma,sigma_err,continuum,continuum_err,continuum_obs,continuum_err_obs,sn,sn_err,chi2,chi2_err,flux_noise_1sigma_obs,flux_noise_1sigma,apcor,counterpart_mag,counterpart_mag_err,counterpart_dist,counterpart_catalog_name,counterpart_filter_name,plya_classification,z_elixer,best_pz,z_diagnose,cls_diagnose,stellartype,agn_flag,fwhm,throughput,shotid,field,date,obsid,multiframe,fiber_id,weight,x_raw,y_raw,x_ifu,y_ifu
4000000011216,HETDEX_J013913.25+000105.2,24.805227279663086,0.018101999536156654,2.918344736099243,elixer,0.06666667014360428,lae,3000265666,True,line,Lya,24.805227279663086,0.018101999536156654,0.0,1,24.601964950561523,0.09248250722885132,0.03372811898589134,4761.6298828125,0.3400000035762787,12.182074546813965,1.129610538482666,11.0,1.0199999809265137,3.0,0.3100000023841858,0.011074612848460674,0.0664476752281189,0.009999999776482582,0.05999999865889549,7.010000228881836,0.5,1.0,0.2199999988079071,1.6080000400543213,1.7807978391647339,0.9430000185966492,26.655588150024414,0.18926772475242615,0.11338546127080917,HSC-SSP,r,0.9990000128746033,2.918344736099243,0.06666667014360428,-999.0,,,-1.0,1.367832064628601,0.10660000145435333,20170820006,dex-fall,20170820,6,multi_025_076_032_LL,20170820006_2_multi_025_076_032_LL_057,0.3327000141143799,647,532,5.079999923706055,-6.610000133514404
4010030000819,HETDEX_J013901.42-000036.5,24.75590705871582,-0.010126475244760513,2.489152193069458,elixer,0.06666667014360428,lae,3000265844,True,line,Lya,24.755842208862305,-0.009916000068187714,0.0002202392352046445,2,27.500072479248047,0.09251084923744202,0.033738456666469574,4240.06005859375,0.25,41.59563064575195,2.9406514167785645,37.060001373291016,2.619999885559082,3.009999990463257,0.25999999046325684,-0.2693726718425751,0.14591018855571747,-0.23999999463558197,0.12999999523162842,10.960000038146973,3.200000047683716,0.7200000286102295,0.2199999988079071,3.3239998817443848,3.730811357498169,0.9210000038146973,24.76687240600586,0.12960581481456757,0.8320862650871277,HSC-SSP,r,0.9230769276618958,2.489152193069458,0.06666667014360428,-999.0,,,-1.0,1.367832064628601,0.10660000145435333,20170820006,dex-fall,20170820,6,multi_038_096_014_LL,20170820006_3_multi_038_096_014_LL_032,0.26089999079704285,378,305,19.06999969482422,-4.409999847412109
4000000011329,HETDEX_J013804.91-000438.9,24.520448684692383,-0.0774729996919632,3.085282325744629,elixer,0.1666666716337204,lae,3000267138,True,line,Lya,24.520448684692383,-0.0774729996919632,0.0,1,24.030752182006836,0.12008260935544968,0.043793801218271255,4964.68994140625,0.5099999904632568,19.506982803344727,2.2102625370025635,17.209999084472656,1.9500000476837158,4.0,0.5400000214576721,0.32870569825172424,0.10201212018728256,0.28999999165534973,0.09000000357627869,7.730000019073486,0.550000011920929,1.0099999904632568,0.23000000417232513,1.9889999628067017,2.254467725753784,0.9319999814033508,23.79657745361328,0.07443602383136749,0.40943872928619385,HSC-SSP,r,0.4903055727481842,3.085282325744629,0.1666666716337204,-999.0,,,-1.0,1.665657639503479,0.12120000272989273,20170920008,dex-fall,20170920,8,multi_008_093_054_LL,20170920008_3_multi_008_093_054_LL_061,0.2538999915122986,742,561,-5.079999923706055,-6.610000133514404
4000000011285,HETDEX_J013808.55-000248.3,24.53560447692871,-0.046754997223615646,3.2683184146881104,elixer,0.10000000149011612,lae,3000267743,True,line,Lya,24.53560447692871,-0.046755000948905945,3.3350537886889242e-09,1,24.570274353027344,0.13525184988975525,0.049325983971357346,5187.1298828125,0.6200000047683716,14.36259937286377,2.2263171672821045,12.579999923706055,1.9500000476837158,3.2300000190734863,0.5400000214576721,0.33109328150749207,0.11417010426521301,0.28999999165534973,0.10000000149011612,6.480000019073486,0.4699999988079071,1.0399999618530273,0.2199999988079071,1.9700000286102295,2.2491509914398193,0.9449999928474426,25.25855827331543,0.2529304623603821,0.0,HSC-SSP,r,0.9990000128746033,3.2683184146881104,0.10000000149011612,-999.0,,,-1.0,1.665657639503479,0.12120000272989273,20170920008,dex-fall,20170920,8,multi_041_084_015_LL,20170920008_3_multi_041_084_015_LL_032,0.2840999960899353,862,300,19.06999969482422,-4.409999847412109
4000000011642,HETDEX_J014026.66-000257.0,25.1110782623291,-0.04917500168085098,3.162956714630127,elixer,0.06666667014360428,lae,3000273117,True,line,Lya,25.1110782623291,-0.04917500168085098,0.0,1,23.323123931884766,0.08469943702220917,0.03088965453207493,5059.08984375,0.30000001192092896,27.22440528869629,1.7437570095062256,24.979999542236328,1.600000023841858,4.380000114440918,0.3400000035762787,0.468634694814682,0.07628936320543289,0.4300000071525574,0.07000000029802322,13.390000343322754,0.5899999737739563,1.0,0.23000000417232513,1.6369999647140503,1.784081220626831,0.9259999990463257,24.7763671875,0.1345999389886856,0.3218160569667816,HSC-SSP,r,0.9990000128746033,3.162956714630127,0.06666667014360428,-999.0,,,-1.0,1.6449037790298462,0.11800000071525574,20170921021,dex-fall,20170921,21,multi_037_073_031_LU,20170921021_1_multi_037_073_031_LU_050,0.3391999900341034,789,452,-13.979999542236328,-17.6299991607666
4000000011618,HETDEX_J014037.88+000133.4,25.157854080200195,0.025950998067855835,2.528338670730591,elixer,0.06666667014360428,lae,3000273372,True,line,Lya,25.157854080200195,0.025950999930500984,1.6675268943444621e-09,2,23.516990661621094,0.08129499852657318,0.0296480655670166,4287.85009765625,0.5899999737739563,58.390010833740234,5.329290866851807,52.810001373291016,4.820000171661377,6.820000171661377,0.699999988079071,0.49754786491394043,0.17690591514110565,0.44999998807907104,0.1599999964237213,17.06999969482422,0.5600000023841858,1.3600000143051147,0.23000000417232513,2.190999984741211,2.4225053787231445,0.9259999990463257,24.709890365600586,0.11686746776103973,0.20354682207107544,HSC-SSP,r,0.9990000128746033,2.528338670730591,0.06666667014360428,-999.0,,,-1.0,1.6449037790298462,0.11800000071525574,20170921021,dex-fall,20170921,21,multi_305_045_056_RU,20170921021_1_multi_305_045_056_RU_101,0.2547999918460846,397,919,16.530000686645508,13.220000267028809
4000000011657,HETDEX_J014039.54+000142.7,25.164730072021484,0.028516001999378204,2.625962018966675,elixer,0.06666667014360428,lae,3000273374,True,line,Lya,25.164730072021484,0.028516000136733055,3.3350533445997144e-09,1,23.842557907104492,0.08135080337524414,0.0296684168279171,4406.490234375,0.4699999988079071,16.797401428222656,1.8749562501907349,15.229999542236328,1.7000000476837158,3.4100000858306885,0.4300000071525574,0.2867580056190491,0.08823323249816895,0.25999999046325684,0.07999999821186066,7.269999980926514,0.5,1.0700000524520874,0.2199999988079071,2.013000011444092,2.2201688289642334,0.9309999942779541,25.720518112182617,0.16836392879486084,0.0,HSC-SSP,r,0.9990000128746033,2.625962018966675,0.06666667014360428,-999.0,,,-1.0,1.6449037790298462,0.11800000071525574,20170921021,dex-fall,20170921,21,multi_305_045_056_LL,20170921021_1_multi_305_045_056_LL_110,0.24269999563694,456,1007,19.06999969482422,-13.220000267028809
4000000013580,HETDEX_J013653.57+000041.4,24.223203659057617,0.011487999930977821,3.351335048675537,elixer,0.1261499971151352,lae,3000297599,True,line,Lya,24.223203659057617,0.011487999930977821,0.0,1,24.401033401489258,0.09232494235038757,0.03367065638303757,5288.0498046875,0.5299999713897705,29.93027114868164,2.959176778793335,27.40999984741211,2.7100000381469727,5.480000019073486,0.6800000071525574,0.7534435391426086,0.10919471830129623,0.6899999976158142,0.10000000149011612,9.90654182434082,0.5699999928474426,1.0299999713897705,0.23000000417232513,2.128230094909668,2.3239147663116455,0.8629999756813049,23.495960235595703,0.048837922513484955,0.605846107006073,HSC-SSP,r,0.5064180493354797,3.351335048675537,0.1261499971151352,-999.0,,,-1.0,1.5340787172317505,0.11680000275373459,20170923021,dex-fall,20170923,21,multi_008_093_054_LU,20170923021_3_multi_008_093_054_LU_109,0.24940000474452972,916,988,-15.25,-24.239999771118164
4000000013530,HETDEX_J013701.31+000103.0,24.255474090576172,0.017493000254034996,2.4338653087615967,elixer,0.06666667014360428,lae,3000298527,True,line,Lya,24.255475997924805,0.017493000254034996,1.9073484054388246e-06,1,24.094924926757812,0.09492895007133484,0.03462032973766327,4173.06005859375,0.49000000953674316,17.703990936279297,2.1425211429595947,15.699999809265137,1.899999976158142,3.240000009536743,0.44999998807907104,0.19169926643371582,0.10148785263299942,0.17000000178813934,0.09000000357627869,6.320000171661377,0.46000000834465027,1.0499999523162842,0.2199999988079071,2.489000082015991,2.8067028522491455,0.9240000247955322,25.123714447021484,0.15681231021881104,0.8457114696502686,HSC-SSP,r,0.9990000128746033,2.4338653087615967,0.06666667014360428,-999.0,,,-1.0,1.5340787172317505,0.11680000275373459,20170923021,dex-fall,20170923,21,multi_041_084_015_LU,20170923021_1_multi_041_084_015_LU_021,0.24719999730587006,340,196,10.170000076293945,-15.420000076293945
4000000013511,HETDEX_J013723.95-000212.4,24.349796295166016,-0.03677599877119064,2.8107962608337402,elixer,0.5333333611488342,lae,3000298679,True,line,Lya,24.349794387817383,-0.03677599877119064,1.9073481780651491e-06,1,23.74252700805664,0.09464365243911743,0.03451628237962723,4631.14013671875,0.25999999046325684,22.90645408630371,1.63776695728302,20.559999465942383,1.4700000286102295,2.9600000381469727,0.23999999463558197,0.2896730601787567,0.08913017064332962,0.25999999046325684,0.07999999821186066,10.979999542236328,0.44999998807907104,1.0199999809265137,0.2199999988079071,1.9279999732971191,2.1480371952056885,0.9279999732971191,23.81772804260254,0.06934122741222382,0.5005016326904297,HSC-SSP,r,0.9990000128746033,2.8107962608337402,0.5333333611488342,-999.0,,,-1.0,1.5340787172317505,0.11680000275373459,20170923021,dex-fall,20170923,21,multi_202_044_074_LL,20170923021_3_multi_202_044_074_LL_072,0.3109000027179718,570,663,16.530000686645508,-8.8100004196167
